delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,dispatch_time_year,dispatch_time_month,dispatch_time_week,dispatch_time_day,dispatch_time_day_name,dispatch_time_hour,customer_id,delivery_time_hours,is_missing_driver,is_missing_zone,is_missing_delivery_time,negative_delivery_time_flag,same_minute_delivery_flag,delivery_time_outlier_flag,delivery_time_zscore,delivery_time_z_outlier_flag,order_weekday,order_month,late_delivery_flag,high_value_order_flag,is_unfulfilled,delivered_flag,driver_delivery_count,zone_volume,fulfillment_rate,driver_utilization
DL00236,O00013,D163,V009,H07,2024-03-29 22:48:00,2024-03-30 20:39:02.394303,ontime,20.12,2,0,1970-01-01 00:00:00.000000003,17.02,2024,3,13,29,Friday,22,C0234,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00237,O00082,D135,V099,H06,2024-07-30 05:49:00,2024-07-30 15:01:15.776025,ontime,12.83,1,0,1970-01-01 00:00:00.000000003,20.26,2024,7,31,30,Tuesday,5,C0531,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00238,O00979,D146,V077,H04,2025-01-08 05:27:00,2025-01-08 15:41:00.475033,ontime,14.2,2,0,1970-01-01 00:00:00.000000004,13.01,2025,1,2,8,Wednesday,5,C0257,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00239,O00052,D019,V010,H06,2024-08-14 09:02:00,2024-08-15 01:09:18.015871,delayed,13.6,1,0,1970-01-01 00:00:00.000000003,16.0,2024,8,33,14,Wednesday,9,C0150,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00240,O01169,D131,V070,H06,2025-11-06 15:56:00,2025-11-07 02:10:49.323911,failed,38.25,1,0,1970-01-01 00:00:00.000000003,21.21,2025,11,45,6,Thursday,15,C0158,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00241,O00187,D155,V084,H07,2024-12-30 18:28:00,2024-12-31 04:43:09.844483,ontime,10.78,0,0,1970-01-01 00:00:00.000000005,15.96,2024,12,1,30,Monday,18,C0070,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00242,O00119,D137,V108,H07,2024-05-25 22:51:00,2024-05-26 08:01:37.790962,delayed,4.26,2,0,1970-01-01 00:00:00.000000001,17.11,2024,5,21,25,Saturday,22,C0229,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00243,O00544,D099,V079,H04,2024-06-14 20:33:00,2024-06-15 20:11:53.741981,ontime,14.39,1,0,1970-01-01 00:00:00.000000004,10.27,2024,6,24,14,Friday,20,C0212,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00244,O00610,D024,V077,H03,2024-07-21 19:36:00,2024-07-22 17:48:27.423191,ontime,6.55,0,0,1970-01-01 00:00:00.000000004,10.1,2024,7,29,21,Sunday,19,C0635,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00245,O01206,D047,V061,H01,2024-11-16 00:30:00,2024-11-16 03:42:19.846988,ontime,16.57,1,0,1970-01-01 00:00:00.000000004,17.58,2024,11,46,16,Saturday,0,C0236,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00246,O00603,D016,V061,H05,2024-02-25 01:31:00,2024-02-25 21:51:52.790634,ontime,20.51,0,0,1970-01-01 00:00:00.000000004,12.98,2024,2,8,25,Sunday,1,C0351,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00247,O00881,D056,V100,H08,2024-12-31 12:39:00,2024-12-31 18:10:16.768203,ontime,11.09,0,0,,5.77,2024,12,1,31,Tuesday,12,C0545,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00248,O00799,D099,V047,H02,2025-08-22 18:02:00,2025-08-23 17:33:16.669312,ontime,7.06,1,0,1970-01-01 00:00:00.000000005,13.65,2025,8,34,22,Friday,18,C0289,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00249,O00770,D139,V107,H06,2024-07-20 09:45:00,2024-07-20 17:43:30.442864,delayed,15.28,0,1,1970-01-01 00:00:00.000000003,15.91,2024,7,29,20,Saturday,9,C0096,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00250,O00977,D092,V067,H03,2024-08-27 17:43:00,2024-08-27 19:38:27.825277,ontime,6.39,0,0,1970-01-01 00:00:00.000000004,7.45,2024,8,35,27,Tuesday,17,C0235,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00251,O00122,D005,V030,H06,2024-02-10 16:00:00,2024-02-11 06:46:03.568269,failed,14.27,0,0,1970-01-01 00:00:00.000000003,16.33,2024,2,6,10,Saturday,16,C0597,,0,1,1,0,0,0,,0,,,0,0,1,0,5,,,5
DL00252,O00713,D109,V001,H05,2024-07-10 01:06:00,2024-07-10 05:10:04.532246,ontime,11.34,0,0,1970-01-01 00:00:00.000000004,10.82,2024,7,28,10,Wednesday,1,C0316,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00253,O00325,D126,V033,H08,2024-09-30 05:43:00,2024-09-30 07:09:22.633894,ontime,5.12,1,0,1970-01-01 00:00:00.000000004,9.16,2024,9,40,30,Monday,5,C0259,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00254,O00933,D053,V084,H05,2024-12-29 13:26:00,2024-12-29 18:18:06.932349,ontime,11.34,1,0,1970-01-01 00:00:00.000000004,12.33,2024,12,52,29,Sunday,13,C0534,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00255,O00908,D154,V032,H06,2025-07-02 02:14:00,2025-07-02 12:52:13.920416,delayed,28.05,3,0,1970-01-01 00:00:00.000000003,18.76,2025,7,27,2,Wednesday,2,C0167,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00256,O00389,D105,V088,H01,2025-01-22 12:35:00,2025-01-22 19:44:37.435823,delayed,8.17,1,0,1970-01-01 00:00:00.000000003,14.91,2025,1,4,22,Wednesday,12,C0361,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00257,O00103,D034,V038,H02,2024-01-26 14:25:00,2024-01-27 12:53:16.844122,delayed,15.88,1,0,1970-01-01 00:00:00.000000003,14.05,2024,1,4,26,Friday,14,C0456,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00258,O01230,D003,V093,H02,2024-05-26 21:11:00,2024-05-27 03:52:09.653128,delayed,15.09,2,0,1970-01-01 00:00:00.000000003,8.22,2024,5,21,26,Sunday,21,C0564,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00259,O00266,D120,V096,H06,2024-10-04 19:45:00,2024-10-05 01:21:38.291899,delayed,16.86,1,0,1970-01-01 00:00:00.000000001,19.95,2024,10,40,4,Friday,19,C0345,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00260,O00152,D001,V114,H04,2024-09-03 19:25:00,2024-09-04 16:41:43.922337,ontime,21.6,0,0,1970-01-01 00:00:00.000000003,17.16,2024,9,36,3,Tuesday,19,C0239,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00261,O00445,D051,V079,H02,2025-04-19 01:20:00,2025-04-19 11:53:50.948058,failed,10.73,1,1,1970-01-01 00:00:00.000000003,9.58,2025,4,16,19,Saturday,1,C0054,,0,1,1,0,0,0,,0,,,0,0,1,0,2,,,2
DL00262,O00762,D134,V038,H08,2025-04-09 22:31:00,2025-04-09 23:27:49.931018,ontime,5.51,0,0,1970-01-01 00:00:00.000000004,10.11,2025,4,15,9,Wednesday,22,C0118,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00263,O01006,D048,V098,H01,2025-12-29 14:58:00,2025-12-30 04:56:17.180320,delayed,15.66,1,0,1970-01-01 00:00:00.000000002,9.31,2025,12,1,29,Monday,14,C0112,,0,1,1,0,0,0,,0,,,0,0,0,1,3,,,3
DL00264,O00802,D073,V067,H08,2024-02-14 07:30:00,2024-02-15 08:17:05.653632,ontime,11.61,0,0,1970-01-01 00:00:00.000000004,11.38,2024,2,7,14,Wednesday,7,C0187,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00265,O00253,D119,V054,H03,2024-06-28 11:02:00,2024-06-28 13:40:12.117454,ontime,14.43,0,0,1970-01-01 00:00:00.000000004,15.01,2024,6,26,28,Friday,11,C0543,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00266,O01041,D154,V058,H06,2024-07-03 16:53:00,,ontime,9.09,0,0,1970-01-01 00:00:00.000000004,15.87,2024,7,27,3,Wednesday,16,C0551,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00267,O00665,D090,V015,H08,2024-02-17 14:27:00,2024-02-17 16:12:15.501233,ontime,7.98,1,0,1970-01-01 00:00:00.000000004,8.83,2024,2,7,17,Saturday,14,C0522,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00268,O00030,D008,V056,H02,2025-10-05 03:47:00,,ontime,8.7,1,0,1970-01-01 00:00:00.000000003,15.46,2025,10,40,5,Sunday,3,C0406,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00269,O00131,D085,V052,H06,2024-06-29 23:38:00,2024-07-01 10:09:10.323380,delayed,16.05,1,0,1970-01-01 00:00:00.000000001,13.91,2024,6,26,29,Saturday,23,C0478,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00270,O00764,D104,V023,H08,2024-07-14 11:50:00,2024-07-15 02:05:57.442199,failed,5.37,1,0,1970-01-01 00:00:00.000000004,12.93,2024,7,28,14,Sunday,11,C0452,,0,1,1,0,0,0,,0,,,0,0,1,0,7,,,7
DL00271,O00193,D036,V017,H06,2024-01-22 16:51:00,2024-01-23 01:31:56.632521,delayed,9.24,2,0,1970-01-01 00:00:00.000000004,2.78,2024,1,4,22,Monday,16,C0114,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00272,O00494,D132,V028,H05,2025-09-02 15:53:00,2025-09-02 15:52:14.905393,ontime,21.67,1,0,1970-01-01 00:00:00.000000004,20.58,2025,9,36,2,Tuesday,15,C0304,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00273,O00492,D071,V049,H01,2025-10-16 03:34:00,2025-10-16 06:45:29.870072,ontime,9.75,0,0,1970-01-01 00:00:00.000000002,14.1,2025,10,42,16,Thursday,3,C0243,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00274,O01198,D080,V080,H02,2025-01-13 05:25:00,2025-01-13 06:53:29.209324,ontime,9.06,0,0,1970-01-01 00:00:00.000000004,6.22,2025,1,3,13,Monday,5,C0013,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00275,O00697,D002,V012,H07,2025-02-09 18:46:00,2025-02-09 23:36:15.049502,ontime,1.96,0,0,1970-01-01 00:00:00.000000004,8.32,2025,2,6,9,Sunday,18,C0454,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00276,O00531,D119,V014,H02,2025-04-26 10:59:00,2025-04-27 08:38:51.218057,ontime,30.31,2,0,1970-01-01 00:00:00.000000004,18.74,2025,4,17,26,Saturday,10,C0013,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00277,O00942,D104,V117,H04,2025-01-09 09:51:00,2025-01-09 19:32:27.546472,ontime,7.7,2,0,1970-01-01 00:00:00.000000004,12.17,2025,1,2,9,Thursday,9,C0291,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00278,O00203,D135,V070,H07,2024-07-05 21:38:00,2024-07-06 14:21:54.442674,failed,3.93,2,0,1970-01-01 00:00:00.000000003,3.82,2024,7,27,5,Friday,21,C0336,,0,1,1,0,0,0,,0,,,0,0,1,0,10,,,10
DL00279,O00201,D032,V111,H01,2025-05-13 17:15:00,2025-05-13 20:41:51.542934,ontime,11.65,2,0,1970-01-01 00:00:00.000000004,8.01,2025,5,20,13,Tuesday,17,C0486,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00280,O00535,D037,V010,H03,2024-12-18 08:55:00,,ontime,13.44,1,0,1970-01-01 00:00:00.000000004,15.09,2024,12,51,18,Wednesday,8,C0093,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00281,O00801,D123,V046,H02,2024-03-29 16:47:00,2024-03-29 19:57:12.212231,ontime,24.03,1,0,1970-01-01 00:00:00.000000004,22.2,2024,3,13,29,Friday,16,C0138,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00282,O01232,D045,V114,H03,2024-01-18 22:52:00,2024-01-19 02:56:30.044466,ontime,14.86,1,0,1970-01-01 00:00:00.000000003,16.26,2024,1,3,18,Thursday,22,C0189,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00283,O01212,D142,V068,H08,2024-08-01 12:31:00,,ontime,18.32,2,0,1970-01-01 00:00:00.000000003,18.79,2024,8,31,1,Thursday,12,C0262,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00284,O00999,D089,V075,H03,2024-06-30 12:34:00,2024-07-01 08:34:00.640399,ontime,2.53,0,0,1970-01-01 00:00:00.000000003,4.03,2024,6,26,30,Sunday,12,C0613,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00285,O00442,D001,V097,H07,2025-06-22 14:54:00,2025-06-22 17:41:05.902000,ontime,9.22,0,0,1970-01-01 00:00:00.000000004,8.62,2025,6,25,22,Sunday,14,C0080,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00286,O00059,D038,V047,H05,2025-11-20 19:24:00,,delayed,13.74,0,1,1970-01-01 00:00:00.000000003,7.06,2025,11,47,20,Thursday,19,C0640,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00287,O00352,D138,V099,H01,2024-05-19 17:01:00,2024-05-19 21:25:24.547937,ontime,36.08,2,0,1970-01-01 00:00:00.000000004,24.5,2024,5,20,19,Sunday,17,C0097,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00288,O00636,D004,V064,H03,2024-06-20 10:05:00,2024-06-20 21:12:47.425266,delayed,14.61,0,0,1970-01-01 00:00:00.000000001,15.39,2024,6,25,20,Thursday,10,C0208,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00289,O00233,D027,V095,H01,2024-12-24 20:17:00,2024-12-24 18:09:00.000000,ontime,13.45,3,0,1970-01-01 00:00:00.000000004,9.29,2024,12,52,24,Tuesday,20,C0252,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00290,O00524,D035,V083,H03,2025-06-20 16:54:00,2025-06-20 19:14:45.474692,ontime,30.93,0,0,1970-01-01 00:00:00.000000005,19.1,2025,6,25,20,Friday,16,C0052,,0,1,1,0,0,0,,0,,,0,0,0,1,2,,,2
DL00291,O00485,D100,V068,H04,2024-11-27 02:51:00,2024-11-27 04:40:02.445388,ontime,17.86,1,0,1970-01-01 00:00:00.000000003,19.28,2024,11,48,27,Wednesday,2,C0168,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00292,O00811,D149,V103,H01,2024-05-09 08:13:00,2024-05-09 11:59:25.379839,ontime,15.21,1,0,1970-01-01 00:00:00.000000004,18.9,2024,5,19,9,Thursday,8,C0267,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00293,O00888,D098,V104,H07,2024-06-13 07:40:00,2024-06-13 10:45:19.325161,ontime,16.53,1,0,1970-01-01 00:00:00.000000003,12.62,2024,6,24,13,Thursday,7,C0254,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00294,O00443,D093,V100,H08,2025-10-20 02:48:00,2025-10-20 11:47:02.861673,ontime,12.21,0,0,1970-01-01 00:00:00.000000004,15.82,2025,10,43,20,Monday,2,C0378,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00295,O01101,D131,V087,H07,2024-01-14 09:50:00,2024-01-14 14:16:20.091051,ontime,20.39,2,0,1970-01-01 00:00:00.000000005,18.38,2024,1,2,14,Sunday,9,C0023,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00296,O01064,D062,V044,H03,2025-12-22 19:59:00,2025-12-23 10:18:27.445268,delayed,16.44,2,0,1970-01-01 00:00:00.000000004,11.33,2025,12,52,22,Monday,19,C0095,,0,1,1,0,0,0,,0,,,0,0,0,1,3,,,3
DL00297,O01109,D107,V018,H01,2025-12-08 15:52:00,,ontime,33.69,1,0,1970-01-01 00:00:00.000000003,22.27,2025,12,50,8,Monday,15,C0598,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00298,O01051,D111,V109,H05,2025-06-06 07:00:00,2025-06-06 23:06:57.382276,delayed,11.95,0,0,1970-01-01 00:00:00.000000003,8.36,2025,6,23,6,Friday,7,C0288,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00299,O01061,D121,V088,H07,2024-04-29 22:39:00,2024-04-29 23:45:53.493983,ontime,15.83,3,0,1970-01-01 00:00:00.000000004,12.5,2024,4,18,29,Monday,22,C0535,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00300,O00222,D039,V056,H05,2024-09-25 13:54:00,2024-09-25 13:33:56.991734,ontime,10.01,1,0,1970-01-01 00:00:00.000000003,14.32,2024,9,39,25,Wednesday,13,C0266,,0,1,1,0,0,0,,0,,,0,0,0,1,9,,,9
DL00301,O01152,D165,V009,H04,2025-03-13 00:37:00,2025-03-13 23:37:06.560164,ontime,9.27,0,0,1970-01-01 00:00:00.000000005,9.21,2025,3,11,13,Thursday,0,C0247,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00302,O01208,D117,V008,H06,2024-04-18 21:38:00,2024-04-19 09:44:14.799027,ontime,14.89,0,0,1970-01-01 00:00:00.000000003,10.25,2024,4,16,18,Thursday,21,C0098,,0,1,1,0,0,0,,0,,,0,0,0,1,10,,,10
DL00303,O00813,D143,V005,H06,2025-10-14 00:12:00,2025-10-14 05:00:10.581519,ontime,10.29,1,0,1970-01-01 00:00:00.000000005,18.54,2025,10,42,14,Tuesday,0,C0642,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00304,O00433,D036,V024,H08,2024-10-29 16:23:00,2024-10-30 06:42:08.707870,failed,11.81,0,1,1970-01-01 00:00:00.000000002,10.31,2024,10,44,29,Tuesday,16,C0633,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00305,O00584,D028,V045,H06,2024-07-06 01:06:00,2024-07-06 04:24:49.446131,ontime,27.25,0,0,1970-01-01 00:00:00.000000003,15.04,2024,7,27,6,Saturday,1,C0377,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00306,O01168,D136,V099,H07,2024-12-15 22:14:00,2024-12-16 09:57:18.304523,delayed,34.53,4,1,1970-01-01 00:00:00.000000002,19.47,2024,12,50,15,Sunday,22,C0575,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00307,O00699,D089,V021,H03,2024-09-22 15:57:00,2024-09-23 01:06:05.325869,ontime,11.84,1,0,1970-01-01 00:00:00.000000003,12.44,2024,9,38,22,Sunday,15,C0310,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00308,O00495,D146,V046,H01,2024-01-16 01:13:00,2024-01-16 07:46:08.760014,ontime,8.6,0,0,1970-01-01 00:00:00.000000003,10.89,2024,1,3,16,Tuesday,1,C0590,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00309,O00783,D164,V089,H02,2024-06-28 23:56:00,2024-06-29 03:09:24.133659,ontime,10.02,0,0,1970-01-01 00:00:00.000000003,6.99,2024,6,26,28,Friday,23,C0507,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00310,O00285,D149,V077,H08,2025-01-05 13:48:00,2025-01-05 21:27:35.577931,ontime,9.55,2,0,1970-01-01 00:00:00.000000004,12.27,2025,1,1,5,Sunday,13,C0180,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00311,O00797,D086,V077,H05,2025-03-23 04:36:00,2025-03-23 08:18:19.597633,ontime,8.21,2,0,1970-01-01 00:00:00.000000005,10.01,2025,3,12,23,Sunday,4,C0231,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00312,O00204,D142,V043,H03,2025-10-22 23:06:00,2025-10-23 17:41:31.231144,failed,31.38,0,0,1970-01-01 00:00:00.000000004,14.35,2025,10,43,22,Wednesday,23,C0355,,0,1,1,0,0,0,,0,,,0,0,1,0,9,,,9
DL00313,O00601,D136,V005,H08,2025-05-23 04:56:00,2025-05-23 11:22:17.637305,ontime,17.43,2,0,1970-01-01 00:00:00.000000003,12.77,2025,5,21,23,Friday,4,C0335,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00314,O00499,D078,V092,H08,2024-06-11 07:00:00,2024-06-11 09:11:43.991103,ontime,5.63,2,0,1970-01-01 00:00:00.000000004,6.47,2024,6,24,11,Tuesday,7,C0198,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00315,O01107,D082,V041,H04,2024-01-25 08:28:00,2024-01-26 02:41:51.339470,delayed,37.41,2,0,1970-01-01 00:00:00.000000004,17.73,2024,1,4,25,Thursday,8,C0182,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00316,O00081,D108,V095,H08,2025-04-17 15:01:00,2025-04-18 07:30:05.752336,failed,7.85,1,0,1970-01-01 00:00:00.000000004,9.08,2025,4,16,17,Thursday,15,C0004,,0,1,1,0,0,0,,0,,,0,0,1,0,11,,,11
DL00317,O00711,D105,V106,H06,2024-12-15 15:16:00,2024-12-15 16:55:42.081483,ontime,13.76,1,0,1970-01-01 00:00:00.000000004,13.99,2024,12,50,15,Sunday,15,C0412,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00318,O00281,D054,V041,H03,2024-12-03 07:14:00,2024-12-03 09:03:19.830677,ontime,26.53,3,0,1970-01-01 00:00:00.000000004,16.02,2024,12,49,3,Tuesday,7,C0437,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00319,O00937,D153,V103,H04,2024-04-24 08:08:00,2024-04-25 03:22:25.571685,failed,1.2,0,0,1970-01-01 00:00:00.000000002,10.96,2024,4,17,24,Wednesday,8,C0549,,0,1,1,0,0,0,,0,,,0,0,1,0,4,,,4
DL00320,O01030,D059,V006,H08,2025-08-29 10:29:00,2025-08-29 14:24:55.246235,ontime,5.12,1,0,1970-01-01 00:00:00.000000005,10.77,2025,8,35,29,Friday,10,C0279,,0,1,1,0,0,0,,0,,,0,0,0,1,1,,,1
DL00321,O00438,D119,V052,H03,2025-12-29 18:51:00,2025-12-29 22:33:53.325115,ontime,8.71,3,0,1970-01-01 00:00:00.000000004,14.34,2025,12,1,29,Monday,18,C0491,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00322,O01025,D023,V030,H04,2024-04-29 16:53:00,2024-04-30 08:03:31.403272,delayed,11.02,1,0,1970-01-01 00:00:00.000000005,13.23,2024,4,18,29,Monday,16,C0390,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00323,O00666,D011,V107,H04,2025-08-26 20:36:00,2025-08-27 21:37:46.153565,ontime,24.58,3,0,1970-01-01 00:00:00.000000004,18.25,2025,8,35,26,Tuesday,20,C0001,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00324,O00455,D042,V059,H07,2024-08-14 04:59:00,2024-08-14 10:11:51.273104,failed,21.07,1,0,1970-01-01 00:00:00.000000003,12.52,2024,8,33,14,Wednesday,4,C0178,,0,1,1,0,0,0,,0,,,0,0,1,0,3,,,3
DL00325,O00582,D108,V001,H08,2024-11-06 12:05:00,2024-11-06 11:51:52.065126,ontime,14.87,0,0,1970-01-01 00:00:00.000000005,14.0,2024,11,45,6,Wednesday,12,C0275,,0,1,1,0,0,0,,0,,,0,0,0,1,11,,,11
DL00326,O00500,D137,V103,H07,2024-07-30 17:04:00,2024-07-31 05:16:59.302762,ontime,17.24,0,0,1970-01-01 00:00:00.000000004,17.18,2024,7,31,30,Tuesday,17,C0131,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00327,O00418,D102,V023,H04,2025-11-07 07:55:00,2025-11-07 19:57:47.382670,ontime,9.17,0,0,1970-01-01 00:00:00.000000004,9.88,2025,11,45,7,Friday,7,C0467,,0,1,1,0,0,0,,0,,,0,0,0,1,13,,,13
DL00328,O00060,D009,V072,H02,2024-05-10 18:12:00,2024-05-10 23:00:20.975877,ontime,4.02,1,0,1970-01-01 00:00:00.000000003,8.95,2024,5,19,10,Friday,18,C0258,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00329,O00805,D100,V047,H08,2025-10-01 20:47:00,2025-10-01 23:37:09.410468,ontime,1.62,0,0,1970-01-01 00:00:00.000000004,11.74,2025,10,40,1,Wednesday,20,C0426,,0,1,1,0,0,0,,0,,,0,0,0,1,8,,,8
DL00330,O00246,D049,V026,H04,2024-12-14 03:40:00,2024-12-14 21:45:40.052829,failed,15.83,1,0,1970-01-01 00:00:00.000000002,16.95,2024,12,50,14,Saturday,3,C0023,,0,1,1,0,0,0,,0,,,0,0,1,0,10,,,10
DL00331,O01059,D005,V036,H07,2025-11-23 22:50:00,2025-11-24 01:57:10.991964,ontime,12.94,2,0,1970-01-01 00:00:00.000000003,15.48,2025,11,47,23,Sunday,22,C0107,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
DL00332,O00949,D121,V088,H06,2025-04-15 19:23:00,2025-04-16 22:34:29.222918,delayed,5.96,1,0,1970-01-01 00:00:00.000000003,9.99,2025,4,16,15,Tuesday,19,C0023,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00333,O00930,D119,V063,H06,2025-08-20 08:58:00,2025-08-20 16:13:50.998376,delayed,21.85,0,0,1970-01-01 00:00:00.000000001,16.51,2025,8,34,20,Wednesday,8,C0370,,0,1,1,0,0,0,,0,,,0,0,0,1,12,,,12
DL00334,O00925,D018,V093,H03,2024-11-15 22:49:00,2024-11-16 17:18:41.963453,failed,17.65,0,1,1970-01-01 00:00:00.000000003,12.27,2024,11,46,15,Friday,22,C0530,,0,1,1,0,0,0,,0,,,0,0,1,0,7,,,7
DL00335,O00347,D082,V069,H05,2025-09-01 08:39:00,2025-09-01 19:54:32.954454,ontime,12.56,0,0,1970-01-01 00:00:00.000000004,15.64,2025,9,36,1,Monday,8,C0004,,0,1,1,0,0,0,,0,,,0,0,0,1,6,,,6
DL00336,O00891,D076,V071,H03,2025-02-21 18:25:00,,ontime,6.82,1,0,1970-01-01 00:00:00.000000003,6.0,2025,2,8,21,Friday,18,C0449,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00337,O00659,D116,V100,H06,2024-11-14 19:53:00,2024-11-15 05:59:09.777871,ontime,23.37,1,0,1970-01-01 00:00:00.000000004,14.95,2024,11,46,14,Thursday,19,C0002,,0,1,1,0,0,0,,0,,,0,0,0,1,7,,,7
DL00338,O00331,D085,V053,H05,2024-02-23 09:42:00,2024-02-23 14:36:51.779770,ontime,12.27,2,0,1970-01-01 00:00:00.000000004,14.93,2024,2,8,23,Friday,9,C0399,,0,1,1,0,0,0,,0,,,0,0,0,1,4,,,4
DL00339,O00593,D073,V111,H04,2025-06-22 11:57:00,2025-06-22 16:52:49.829827,delayed,4.33,0,0,1970-01-01 00:00:00.000000001,12.76,2025,6,25,22,Sunday,11,C0406,,0,1,1,0,0,0,,0,,,0,0,0,1,5,,,5
